,PropertyAddress,propertyURL,beds,bathrooms,size,ber lower,CountyOrPostcode,County,PropertyType,price bin,currentAskingPrice
13388," 7 Greenhill Field, Wicklow, Wicklow",https://www.myhome.ie/residential/brochure/7-greenhill-field-wicklow-wicklow/4112458,5.0,3.0,267.9,B2,wicklow,wicklow,House,780000.0,775000.0
13389," Copse Cottage, Copse, Rathdrum, Wicklow",https://www.myhome.ie/residential/brochure/copse-cottage-copse-rathdrum-wicklow/3616403,4.0,2.0,179.0,B3,wicklow,wicklow,House,400000.0,399000.0
13390," Glen Aisling, Woodenbridge, Vale of Avoca, Co Wicklow",https://www.myhome.ie/residential/brochure/glen-aisling-woodenbridge-vale-of-avoca-co-wicklow/3997994,4.0,3.0,195.0,G,wicklow,wicklow,House,600000.0,599000.0
13391," Newtown Lodge, Little Newtown, Enniskerry, Co Wicklow",https://www.myhome.ie/residential/brochure/newtown-lodge-little-newtown-enniskerry-co-wicklow/4060168,4.0,2.4302325581395348,207.9,F,kerry,kerry,House,880000.0,875000.0
13392," Grove House, Barnacleagh East, Thomastown, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/grove-house-barnacleagh-east-thomastown-arklow-wicklow/4064803,4.0,2.0,127.35,C2,wicklow,wicklow,House,340000.0,339000.0
13393," 4 Wyndham, Delgany, Co. Wicklow, A63 RY18",https://www.myhome.ie/residential/brochure/4-wyndham-delgany-co-wicklow-a63-ry18/4031249,3.0,2.3897911832946637,85.0,E1,wicklow,wicklow,House,340000.0,325000.0
13394," Craffield, Aughrim, Wicklow",https://www.myhome.ie/residential/brochure/craffield-aughrim-wicklow/4091414,5.0,4.0,374.0,C2,wicklow,wicklow,House,960000.0,950000.0
13395," 49 Mountain View Drive, Mountain Bay, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/49-mountain-view-drive-mountain-bay-arklow-wicklow/4090105,3.0,1.0,169.64106143546505,D2,wicklow,wicklow,House,240000.0,239000.0
13396," 'Apperley' Westfield Park,Sidmonton road, Bray, Wicklow",https://www.myhome.ie/residential/brochure/apperley-westfield-park-sidmonton-road-bray-wicklow/4109403,3.0,1.0,169.64106143546505,G,wicklow,wicklow,House,580000.0,570000.0
13397," Millicent Hill, Kilcroney Lane, Enniskerry, Co. Wicklow",https://www.myhome.ie/residential/brochure/millicent-hill-kilcroney-lane-enniskerry-co-wicklow/3574284,5.0,2.4302325581395348,268.9,D1,kerry,kerry,House,1280000.0,1275000.0
13398," Robin Hill, Ballinacorbeg, Roundwood, Wicklow",https://www.myhome.ie/residential/brochure/robin-hill-ballinacorbeg-roundwood-wicklow/4108598,3.0,1.0,107.0,D2,wicklow,wicklow,House,380000.0,365000.0
13399," 7 Coollattin Road, Carnew, Wicklow",https://www.myhome.ie/residential/brochure/7-coollattin-road-carnew-wicklow/4107771,4.0,1.0,169.64106143546505,E2,wicklow,wicklow,House,160000.0,145000.0
13400," Meath Road, Bray, Wicklow",https://www.myhome.ie/residential/brochure/meath-road-bray-wicklow/4036106,6.0,5.0,197.43667497707457,EXEMPT,meath,meath,House,700000.0,699000.0
13401," Scarnagh, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/scarnagh-arklow-wicklow/4106556,5.0,3.0,169.64106143546505,C2,wicklow,wicklow,House,340000.0,330000.0
13402," 62 Delgany Hills, Delgany, Wicklow",https://www.myhome.ie/residential/brochure/62-delgany-hills-delgany-wicklow/4097967,4.0,4.0,140.0,A3,wicklow,wicklow,House,520000.0,500000.0
13403," 1 Lissadell Apartments, Newtownmountkennedy, Wicklow",https://www.myhome.ie/residential/brochure/1-lissadell-apartments-newtownmountkennedy-wicklow/4092132,3.0,2.0,78.0,C3,wicklow,wicklow,Apartment,240000.0,220000.0
13404," Roisin Dubh, Knockananna, Tinahely, Wicklow",https://www.myhome.ie/residential/brochure/roisin-dubh-knockananna-tinahely-wicklow/4103002,4.0,2.0,100.0,D2,wicklow,wicklow,House,200000.0,195000.0
13405," ""Haywood House"", Dunboyke, Hollywood, Wicklow",https://www.myhome.ie/residential/brochure/haywood-house-dunboyke-hollywood-wicklow/4063725,4.0,2.0,174.84,C2,wicklow,wicklow,House,480000.0,475000.0
13406," Djouce House, Roundwood, Wicklow",https://www.myhome.ie/residential/brochure/djouce-house-roundwood-wicklow/4096539,5.0,2.0,169.64106143546505,E1,wicklow,wicklow,House,580000.0,575000.0
13407," Ballynavortha, Shillelagh, Wicklow",https://www.myhome.ie/residential/brochure/ballynavortha-shillelagh-wicklow/4096382,4.0,1.0,169.64106143546505,G,wicklow,wicklow,House,140000.0,135000.0
13408," Druids Avenue, Druids Glen, Newtownmountkennedy, Wicklow",https://www.myhome.ie/residential/brochure/druids-avenue-druids-glen-newtownmountkennedy-wicklow/4062197,5.0,5.0,169.64106143546505,unk,wicklow,wicklow,House,800000.0,799000.0
13409," Grove House, Greenane, Rathdrum, Co Wicklow",https://www.myhome.ie/residential/brochure/grove-house-greenane-rathdrum-co-wicklow/4095076,5.0,5.0,326.0,C1,wicklow,wicklow,House,480000.0,475000.0
13410," 7 Cois Abhainn Greenan, Greenan, Wicklow",https://www.myhome.ie/residential/brochure/7-cois-abhainn-greenan-greenan-wicklow/4094505,2.0,2.0,169.64106143546505,D1,wicklow,wicklow,House,300000.0,295000.0
13411," Leacaban, Putland Road, Bray, Co. Wicklow, A98 X4H5",https://www.myhome.ie/residential/brochure/leacaban-putland-road-bray-co-wicklow-a98-x4h5/3814761,3.0,2.3897911832946637,108.3,D2,wicklow,wicklow,House,560000.0,550000.0
13412," 32 The Crescent, Charlesland , Greystones, Wicklow",https://www.myhome.ie/residential/brochure/32-the-crescent-charlesland-greystones-wicklow/4030936,2.0,2.0,71.0,B3,wicklow,wicklow,Apartment,280000.0,275000.0
13413," 4 Bellevue Cottages, Delgany, Wicklow",https://www.myhome.ie/residential/brochure/4-bellevue-cottages-delgany-wicklow/3985291,2.0,1.0,46.0,G,wicklow,wicklow,House,460000.0,450000.0
13414," Rednagh Hill, Rednagh, Aughrim, Wicklow",https://www.myhome.ie/residential/brochure/rednagh-hill-rednagh-aughrim-wicklow/4092052,4.0,3.0,169.64106143546505,unk,wicklow,wicklow,House,440000.0,434950.0
13415," Tinnahinch Lodge, Tinnahinch, Enniskerry, Co. Wicklow, A98 X899",https://www.myhome.ie/residential/brochure/tinnahinch-lodge-tinnahinch-enniskerry-co-wicklow-a98-x899/3814737,3.6767317939609234,2.4302325581395348,176.15565499999997,E1,kerry,kerry,House,3920000.0,3900000.0
13416," 17 Church Avenue, Eden Gate, Delgany, Wicklow",https://www.myhome.ie/residential/brochure/17-church-avenue-eden-gate-delgany-wicklow/3843005,5.0,3.0,226.0,C1,wicklow,wicklow,House,800000.0,795000.0
13417," The Hermitage, Drummin Lane, Annamoe, Co Wicklow, A98 VX01",https://www.myhome.ie/residential/brochure/the-hermitage-drummin-lane-annamoe-co-wicklow-a98-vx01/4066906,3.0,2.0,165.0,C3,wicklow,wicklow,House,480000.0,475000.0
13418," Lake View, Rathnabo, Blessington, Wicklow",https://www.myhome.ie/residential/brochure/lake-view-rathnabo-blessington-wicklow/4065151,6.0,5.0,280.0,G,wicklow,wicklow,House,460000.0,449950.0
13419," Lake View, Rathnabo, Blessington, Wicklow",https://www.myhome.ie/residential/brochure/lake-view-rathnabo-blessington-wicklow/4065129,6.0,5.0,280.0,G,wicklow,wicklow,House,460000.0,449950.0
13420," Anfield, Kilfee, Ashford, Wicklow",https://www.myhome.ie/residential/brochure/anfield-kilfee-ashford-wicklow/4064769,5.0,4.0,274.0,C2,wicklow,wicklow,House,900000.0,895000.0
13421," Bleanaskill, Rocky Valley, Kilmacanogue, Co Wicklow",https://www.myhome.ie/residential/brochure/bleanaskill-rocky-valley-kilmacanogue-co-wicklow/4063110,4.0,4.0,371.6,B1,wicklow,wicklow,House,960000.0,950000.0
13422," Riverside, Rathnew, Co Wicklow, A67 X342",https://www.myhome.ie/residential/brochure/riverside-rathnew-co-wicklow-a67-x342/4061935,3.0,3.0,169.64106143546505,B2,wicklow,wicklow,House,560000.0,550000.0
13423," Hintersee, Ballybrew, Enniskerry, Co. Wicklow, A98 TR52",https://www.myhome.ie/residential/brochure/hintersee-ballybrew-enniskerry-co-wicklow-a98-tr52/3814783,4.0,2.4302325581395348,132.0,F,kerry,kerry,House,780000.0,775000.0
13424," Killabeg, Coolkenno, Shillelagh, Wicklow",https://www.myhome.ie/residential/brochure/killabeg-coolkenno-shillelagh-wicklow/4061182,3.0,1.0,169.64106143546505,G,wicklow,wicklow,House,140000.0,135000.0
13425," Rockville Killegar, Enniskerry, Wicklow",https://www.myhome.ie/residential/brochure/rockville-killegar-enniskerry-wicklow/3694916,4.0,4.0,221.0,C1,kerry,kerry,House,900000.0,895000.0
13426," 80 Woodlands Park, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/80-woodlands-park-arklow-wicklow/3934598,3.0,3.0,95.0,C3,wicklow,wicklow,House,220000.0,210000.0
13427," Rowan Cottage On 2 Acres, Blackberry Lane, Delgany, Co Wicklow",https://www.myhome.ie/residential/brochure/rowan-cottage-on-2-acres-blackberry-lane-delgany-co-wicklow/3817713,3.6440677966101696,2.3897911832946637,169.64106143546505,C3,wicklow,wicklow,House,1120000.0,1100000.0
13428," ""Cedar Lodge"", Rednagh Road, Aughrim, Wicklow",https://www.myhome.ie/residential/brochure/cedar-lodge-rednagh-road-aughrim-wicklow/3784552,3.0,2.0,142.0,C3,wicklow,wicklow,House,260000.0,259000.0
13429," 40 Convent Court, Delgany, Wicklow",https://www.myhome.ie/residential/brochure/40-convent-court-delgany-wicklow/4058214,2.0,2.0,169.64106143546505,C2,wicklow,wicklow,House,360000.0,350000.0
13430," Clough, Baltinglass, Co. Wicklow",https://www.myhome.ie/residential/brochure/clough-baltinglass-co-wicklow/4058172,5.0,3.0,201.0,C3,wicklow,wicklow,House,320000.0,310000.0
13431," ""Tomdarragh"", Roundwood, Wicklow",https://www.myhome.ie/residential/brochure/tomdarragh-roundwood-wicklow/4058157,5.0,3.0,162.5,C2,wicklow,wicklow,House,540000.0,525000.0
13432," Bethal Terrace, Trafalgar Road, The Harbour, Greystones, Wicklow",https://www.myhome.ie/residential/brochure/bethal-terrace-trafalgar-road-the-harbour-greystones-wicklow/4057557,4.0,2.0,189.0,F,wicklow,wicklow,House,740000.0,720000.0
13433," Clara Lodge, Clara Vale, Rathdrum, Co Wicklow, A67 XV02",https://www.myhome.ie/residential/brochure/clara-lodge-clara-vale-rathdrum-co-wicklow-a67-xv02/4056602,3.0,2.0,129.0,C3,wicklow,wicklow,House,480000.0,475000.0
13434," Mount Carmel, Deerpark, Baltinglass, Wicklow",https://www.myhome.ie/residential/brochure/mount-carmel-deerpark-baltinglass-wicklow/4056563,6.0,4.0,203.0,D1,wicklow,wicklow,House,280000.0,270000.0
13435," Ballyrahan, Tinahely, Wicklow",https://www.myhome.ie/residential/brochure/ballyrahan-tinahely-wicklow/4054954,4.0,3.0,172.53,D1,wicklow,wicklow,House,240000.0,237500.0
13436," Gorse Hill, 11 New Russian Village, Kilquade, Co. Wicklow, A63 A620",https://www.myhome.ie/residential/brochure/gorse-hill-11-new-russian-village-kilquade-co-wicklow-a63-a620/4051582,4.0,2.0,169.8,D2,wicklow,wicklow,House,660000.0,645000.0
13437," ""Hallowberry Lodge"", Ballingate, Carnew, Wicklow",https://www.myhome.ie/residential/brochure/hallowberry-lodge-ballingate-carnew-wicklow/4047128,4.0,4.0,338.5,C2,wicklow,wicklow,House,900000.0,895000.0
13438," Greenhill House, 2 Ballyguilemore, Greenhill Road, Wicklow, Wicklow",https://www.myhome.ie/residential/brochure/greenhill-house-2-ballyguilemore-greenhill-road-wicklow-wicklow/4044312,6.0,6.0,280.0,unk,wicklow,wicklow,House,800000.0,795000.0
13439," Rathbraghan, Willow Grove, Delgany, Wicklow",https://www.myhome.ie/residential/brochure/rathbraghan-willow-grove-delgany-wicklow/3972954,5.0,3.0,257.0,D2,wicklow,wicklow,House,640000.0,625000.0
13440," Carrig Lodge, Ballylusk, Ashford, Co Wicklow, A67 KX03",https://www.myhome.ie/residential/brochure/carrig-lodge-ballylusk-ashford-co-wicklow-a67-kx03/4037474,6.0,6.0,257.4,C2,wicklow,wicklow,House,780000.0,765000.0
13441," Hallowberry Lodge, Ballingate, Carnew, Wicklow",https://www.myhome.ie/residential/brochure/hallowberry-lodge-ballingate-carnew-wicklow/4037451,4.0,1.0,169.64106143546505,C2,wicklow,wicklow,House,900000.0,895000.0
13442," Edoras, Redbog, Tinahely, Wicklow",https://www.myhome.ie/residential/brochure/edoras-redbog-tinahely-wicklow/4032660,5.0,3.0,169.64106143546505,C1,wicklow,wicklow,House,280000.0,265000.0
13443," Granite Lodge, Vale Of Clara, Rathdrum, Co Wicklow",https://www.myhome.ie/residential/brochure/granite-lodge-vale-of-clara-rathdrum-co-wicklow/4030844,4.0,3.0,324.0,C3,wicklow,wicklow,House,1000000.0,995000.0
13444," 'Woodlands', Kendalstown Rise, Delgany, Wicklow",https://www.myhome.ie/residential/brochure/woodlands-kendalstown-rise-delgany-wicklow/3971949,4.0,3.0,310.0,B3,wicklow,wicklow,House,900000.0,895000.0
13445," Number 8 , Ballinaclash, Wicklow",https://www.myhome.ie/residential/brochure/number-8-ballinaclash-wicklow/4008580,2.0,1.0,70.5,D1,wicklow,wicklow,House,200000.0,199000.0
13446," Summerhill Clinic, Summerhill, Wicklow, Wicklow",https://www.myhome.ie/residential/brochure/summerhill-clinic-summerhill-wicklow-wicklow/4008210,3.6440677966101696,2.3897911832946637,1190.0,unk,wicklow,wicklow,House,300000.0,295000.0
13447," N25 Potters Point, Ballinacarrig, Brittas Bay, Wicklow",https://www.myhome.ie/residential/brochure/n25-potters-point-ballinacarrig-brittas-bay-wicklow/4004680,4.0,2.0,169.64106143546505,EXEMPT,wicklow,wicklow,House,200000.0,180000.0
13448," Ballymanus Lower, Glenealy, Wicklow",https://www.myhome.ie/residential/brochure/ballymanus-lower-glenealy-wicklow/4004597,4.0,2.0,143.0,unk,wicklow,wicklow,House,440000.0,435000.0
13449," Ard Soluis, King Edward Road, Bray, Wicklow",https://www.myhome.ie/residential/brochure/ard-soluis-king-edward-road-bray-wicklow/3950983,5.0,6.0,556.0,EXEMPT,wicklow,wicklow,House,1320000.0,1300000.0
13450," 29 Oaklands, Greystones, Wicklow",https://www.myhome.ie/residential/brochure/29-oaklands-greystones-wicklow/4003491,3.0,2.0,91.0,D2,wicklow,wicklow,House,380000.0,375000.0
13451," Woodside, Bellevue Demense, Delgany, Co Wicklow",https://www.myhome.ie/residential/brochure/woodside-bellevue-demense-delgany-co-wicklow/3998719,4.0,3.0,270.0,D1,wicklow,wicklow,House,1500000.0,1495000.0
13452," 1 Glenthorn Close, Bray, Wicklow",https://www.myhome.ie/residential/brochure/1-glenthorn-close-bray-wicklow/3997953,3.0,1.0,169.64106143546505,C2,wicklow,wicklow,House,340000.0,329950.0
13453," Upper Main Street, Carnew, Wicklow",https://www.myhome.ie/residential/brochure/upper-main-street-carnew-wicklow/3993744,3.0,1.0,169.64106143546505,G,wicklow,wicklow,House,120000.0,110000.0
13454," 1 Lower Main Street, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/1-lower-main-street-arklow-wicklow/3973464,3.0,2.0,169.64106143546505,D1,wicklow,wicklow,House,200000.0,199000.0
13455," Seaspray, Brittas Bay, Wicklow, Co Wicklow, A67 XD70",https://www.myhome.ie/residential/brochure/seaspray-brittas-bay-wicklow-co-wicklow-a67-xd70/3998248,4.0,3.0,150.0,G,wicklow,wicklow,House,460000.0,450000.0
13456," 28 Tuskar Courtyard, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/28-tuskar-courtyard-arklow-wicklow/3966352,3.0,3.0,117.58,C1,wicklow,wicklow,House,240000.0,222000.0
13457," Rockview, Lott's Lane, Kilcoole, Wicklow",https://www.myhome.ie/residential/brochure/rockview-lott-s-lane-kilcoole-wicklow/3958489,6.0,4.0,169.64106143546505,C3,wicklow,wicklow,House,500000.0,499000.0
13458," The Galley, Coastguard Cottages, Five Mile Point, Newcastle, Wicklow",https://www.myhome.ie/residential/brochure/the-galley-coastguard-cottages-five-mile-point-newcastle-wicklow/3970262,2.0,1.0,169.64106143546505,unk,wicklow,wicklow,House,280000.0,270000.0
13459," 23 Glenmalure Pines, Greenane, Glenmalure, Wicklow",https://www.myhome.ie/residential/brochure/23-glenmalure-pines-greenane-glenmalure-wicklow/3969532,2.0,2.0,169.64106143546505,unk,wicklow,wicklow,House,200000.0,189000.0
13460," Private Sale, Enniskerry, Wicklow",https://www.myhome.ie/residential/brochure/private-sale-enniskerry-wicklow/3969449,6.0,4.0,176.15565499999997,EXEMPT,kerry,kerry,House,3000000.0,2999950.0
13461," Strathnakelly, Tinahely, Wicklow",https://www.myhome.ie/residential/brochure/strathnakelly-tinahely-wicklow/3967468,3.0,1.0,169.64106143546505,EXEMPT,wicklow,wicklow,House,260000.0,250000.0
13462," Borkle, Kiltegan, Co. Wicklow",https://www.myhome.ie/residential/brochure/borkle-kiltegan-co-wicklow/3967364,4.0,2.0,158.7,D2,wicklow,wicklow,House,320000.0,315000.0
13463," 1 Cloneen, Ballinaclash, Wicklow",https://www.myhome.ie/residential/brochure/1-cloneen-ballinaclash-wicklow/3962669,3.0,4.0,118.0,C1,wicklow,wicklow,House,260000.0,240000.0
13464," 'Woodstock', 16 Kilquade Hill, Kilquade, Wicklow",https://www.myhome.ie/residential/brochure/woodstock-16-kilquade-hill-kilquade-wicklow/3958029,5.0,4.0,203.0,C2,wicklow,wicklow,House,680000.0,660000.0
13465," Tigroney House, Avoca, Wicklow",https://www.myhome.ie/residential/brochure/tigroney-house-avoca-wicklow/3852215,7.0,3.0,505.0,G,wicklow,wicklow,House,1620000.0,1600000.0
13466," Newtownboswell, Killiskey, Ashford, Co Wicklow",https://www.myhome.ie/residential/brochure/newtownboswell-killiskey-ashford-co-wicklow/3957954,5.0,4.0,200.0,E2,wicklow,wicklow,House,600000.0,595000.0
13467," 'Meadowview', Residence on c. 0.8 Acres/ 0.32 Hectares, Blackhill, Dunlavin, Wicklow",https://www.myhome.ie/residential/brochure/meadowview-residence-on-c-0-8-acres-0-32-hectares-blackhill-dunlavin-wicklow/3935039,3.0,1.0,170.0,D2,wicklow,wicklow,House,320000.0,315000.0
13468," 22 Connolly Street, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/22-connolly-street-arklow-wicklow/3867075,3.6440677966101696,2.3897911832946637,169.64106143546505,C2,wicklow,wicklow,House,220000.0,205000.0
13469," Ballard, Ballinaclash, Wicklow",https://www.myhome.ie/residential/brochure/ballard-ballinaclash-wicklow/3862925,3.0,2.0,89.0,C2,wicklow,wicklow,House,280000.0,265000.0
13470," Burkeen Hall, Wicklow, Wicklow",https://www.myhome.ie/residential/brochure/burkeen-hall-wicklow-wicklow/3862476,5.0,4.0,169.64106143546505,A2,wicklow,wicklow,House,500000.0,485000.0
13471," 11 Ferry Bank, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/11-ferry-bank-arklow-wicklow/3519910,4.0,2.0,191.0,unk,wicklow,wicklow,House,280000.0,275000.0
13472," Boglands, Arklow Rock, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/boglands-arklow-rock-arklow-wicklow/3854895,4.0,1.0,80.0,G,wicklow,wicklow,House,240000.0,220000.0
13473," Luggala, Roundwood, Wicklow",https://www.myhome.ie/residential/brochure/luggala-roundwood-wicklow/3851298,15.0,10.0,169.64106143546505,EXEMPT,wicklow,wicklow,House,28020000.0,28000000.0
13474," 4 Carrig View, Ballinaclash, Rathdrum, Wicklow",https://www.myhome.ie/residential/brochure/4-carrig-view-ballinaclash-rathdrum-wicklow/3846789,4.0,3.0,150.0,C2,wicklow,wicklow,House,300000.0,285000.0
13475," Ballinatray, Killadreenan, Newcastle, Wicklow",https://www.myhome.ie/residential/brochure/ballinatray-killadreenan-newcastle-wicklow/3772432,4.0,4.0,169.64106143546505,D1,wicklow,wicklow,House,1220000.0,1200000.0
13476," Rowan Cottage, Blackberry Lane, Delgany, Co Wicklow, A63 D406",https://www.myhome.ie/residential/brochure/rowan-cottage-blackberry-lane-delgany-co-wicklow-a63-d406/3817696,4.0,5.0,234.0,C3,wicklow,wicklow,House,840000.0,820000.0
13477," Dormer Bungalow on c. 0.5 Acre, Winetavern, Stratford-on-Slaney, Wicklow",https://www.myhome.ie/residential/brochure/dormer-bungalow-on-c-0-5-acre-winetavern-stratford-on-slaney-wicklow/3833073,6.0,4.0,169.64106143546505,C2,wicklow,wicklow,House,300000.0,299000.0
13478," 10 & 11 Ferry Bank, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/10-11-ferry-bank-arklow-wicklow/3098992,9.0,3.0,393.0,unk,wicklow,wicklow,House,480000.0,475000.0
13479," 3A Marlton Road, WicklowTown, Wicklow, Wicklow",https://www.myhome.ie/residential/brochure/3a-marlton-road-wicklowtown-wicklow-wicklow/3810253,4.0,3.0,169.64106143546505,B2,wicklow,wicklow,House,400000.0,390000.0
13480," Newcastle Middle, Newcastle, Wicklow",https://www.myhome.ie/residential/brochure/newcastle-middle-newcastle-wicklow/3807904,7.0,4.0,460.0,unk,wicklow,wicklow,House,980000.0,975000.0
13481," Site @ Abhaile, North Beach, Greystones, Co. Wicklow",https://www.myhome.ie/residential/brochure/site-abhaile-north-beach-greystones-co-wicklow/3817777,3.6440677966101696,2.3897911832946637,169.64106143546505,EXEMPT,wicklow,wicklow,House,300000.0,295000.0
